,Subjects,Test Session,Accuracy,Electrode Distance,xshift,yshift,Runs
213,1.0,2.0,0.475325,21.0,0.5001806616783142,2.5981807708740234,4.0
214,1.0,2.0,0.4825125,21.0,0.4998972415924072,2.500328302383423,5.0
215,1.0,2.0,0.47645,21.5,0.4770733714103699,2.602815866470337,1.0
216,1.0,2.0,0.474275,21.5,0.49865031242370605,2.755882740020752,2.0
217,1.0,2.0,0.4729125,21.5,0.44124922156333923,2.7910079956054688,3.0
218,1.0,2.0,0.4796375,21.5,0.47963055968284607,2.500028371810913,4.0
219,1.0,2.0,0.467175,21.5,0.499541312456131,2.9465725421905518,5.0
220,1.0,2.0,0.4657875,22.0,0.40260687470436096,2.962050437927246,1.0
221,1.0,2.0,0.47605,22.0,0.44193360209465027,2.722456455230713,2.0
222,1.0,2.0,0.4748875,22.0,0.4449490010738373,2.8878049850463867,3.0
223,1.0,2.0,0.464925,22.0,0.4643278419971466,2.9605705738067627,4.0
224,1.0,2.0,0.463675,22.0,0.3795555531978607,2.8826160430908203,5.0
225,1.0,2.0,0.4722125,22.5,0.5000795125961304,3.0113821029663086,1.0
226,1.0,2.0,0.4756875,22.5,0.5002349019050598,2.624965190887451,2.0
227,1.0,2.0,0.470825,22.5,0.49993768334388733,3.109247922897339,3.0
228,1.0,2.0,0.4769125,22.5,0.5000900626182556,3.392228364944458,4.0
229,1.0,2.0,0.4823125,22.5,0.49993202090263367,2.5004868507385254,5.0
230,1.0,2.0,0.4795375,23.0,0.5000601410865784,2.7453062534332275,1.0
231,1.0,2.0,0.4795,23.0,0.500045120716095,2.6766626834869385,2.0
232,1.0,2.0,0.478,23.0,0.49992406368255615,2.559147834777832,3.0
233,1.0,2.0,0.474175,23.0,0.49994125962257385,2.5185635089874268,4.0
234,1.0,2.0,0.47485,23.0,0.499910444021225,2.7505509853363037,5.0
235,1.0,2.0,0.483875,23.5,0.5002831220626831,2.5000832080841064,1.0
236,1.0,2.0,0.4867,23.5,0.4999363422393799,2.4998111724853516,2.0
237,1.0,2.0,0.4843625,23.5,0.4999748766422272,2.5002315044403076,3.0
238,1.0,2.0,0.4892,23.5,0.5000162720680237,2.7587685585021973,4.0
239,1.0,2.0,0.478475,23.5,0.4999101758003235,2.77683162689209,5.0
240,1.0,2.0,0.44895,24.0,0.4997113049030304,3.382612705230713,1.0
241,1.0,2.0,0.4490875,24.0,0.4997250437736511,3.37593412399292,2.0
242,1.0,2.0,0.4543375,24.0,0.4998347759246826,3.3273568153381348,3.0
243,1.0,2.0,0.4485625,24.0,0.49970898032188416,3.2843515872955322,4.0
244,1.0,2.0,0.44845,24.0,0.4997369050979614,3.2847471237182617,5.0
245,1.0,2.0,0.4396625,24.5,0.4995107352733612,3.1864140033721924,1.0
246,1.0,2.0,0.444675,24.5,0.4996454417705536,2.8745851516723633,2.0
247,1.0,2.0,0.4428625,24.5,0.5000154376029968,3.091787815093994,3.0
248,1.0,2.0,0.44885,24.5,0.499968945980072,3.500068426132202,4.0
249,1.0,2.0,0.4463125,24.5,0.49930840730667114,3.095857620239258,5.0
250,1.0,2.0,0.4520875,25.0,0.4953101873397827,2.7303497791290283,1.0
251,1.0,2.0,0.436825,25.0,0.5000029802322388,3.2127749919891357,2.0
252,1.0,2.0,0.4468375,25.0,0.4999643862247467,3.2343952655792236,3.0
253,1.0,2.0,0.4464625,25.0,0.49910667538642883,2.930046796798706,4.0
254,1.0,2.0,0.4458875,25.0,0.49406665563583374,3.1689066886901855,5.0
255,1.0,2.0,0.47055,25.5,0.5000143051147461,3.1641604900360107,1.0
256,1.0,2.0,0.476125,25.5,0.5001723766326904,3.3596134185791016,2.0
257,1.0,2.0,0.466825,25.5,0.5000107884407043,3.3250460624694824,3.0
258,1.0,2.0,0.482225,25.5,0.5002444982528687,3.2100656032562256,4.0
259,1.0,2.0,0.4888,25.5,0.5001780390739441,2.5912187099456787,5.0
260,1.0,2.0,0.4617625,26.0,0.5000460147857666,3.608158588409424,1.0
261,1.0,2.0,0.470975,26.0,0.4999065697193146,3.495851516723633,2.0
262,1.0,2.0,0.45385,26.0,0.499977171421051,3.498600721359253,3.0
263,1.0,2.0,0.4653875,26.0,0.5000218749046326,3.500009775161743,4.0
264,1.0,2.0,0.4616375,26.0,0.5001658201217651,3.5002570152282715,5.0
265,1.0,2.0,0.45185,26.5,0.4999912679195404,3.5000860691070557,1.0
266,1.0,2.0,0.4568875,26.5,0.4996848702430725,3.4999635219573975,2.0
267,1.0,2.0,0.460425,26.5,0.49978333711624146,3.5004446506500244,3.0
268,1.0,2.0,0.4603375,26.5,0.4999454617500305,3.499929189682007,4.0
269,1.0,2.0,0.4599125,26.5,0.500128984451294,3.500009536743164,5.0
270,1.0,2.0,0.4764375,27.0,0.5051201581954956,2.744420051574707,1.0
271,1.0,2.0,0.4723625,27.0,0.502780556678772,2.6529295444488525,2.0
272,1.0,2.0,0.4711375,27.0,0.5098056793212891,2.5036332607269287,3.0
273,1.0,2.0,0.4783625,27.0,0.5504136681556702,2.5318708419799805,4.0
274,1.0,2.0,0.4813,27.0,0.5727903842926025,2.500659227371216,5.0
275,1.0,2.0,0.4773875,27.5,0.5449466705322266,2.6245412826538086,1.0
276,1.0,2.0,0.48455,27.5,0.5597048997879028,2.546316623687744,2.0
277,1.0,2.0,0.4883,27.5,0.551292896270752,2.5027849674224854,3.0
278,1.0,2.0,0.479825,27.5,0.5356643199920654,2.5325264930725098,4.0
279,1.0,2.0,0.4826125,27.5,0.5346421599388123,2.5004825592041016,5.0
280,1.0,2.0,0.464875,28.0,0.5000495314598083,3.0504980087280273,1.0
281,1.0,2.0,0.459025,28.0,0.5003953576087952,2.8977060317993164,2.0
282,1.0,2.0,0.4587875,28.0,0.5006811022758484,3.2720730304718018,3.0
283,1.0,2.0,0.459275,28.0,0.5000086426734924,3.1713762283325195,4.0
284,1.0,2.0,0.458675,28.0,0.5000861287117004,2.901618719100952,5.0
285,1.0,2.0,0.463475,28.5,0.5521354675292969,2.9485414028167725,1.0
286,1.0,2.0,0.466475,28.5,0.6744899153709412,2.7800662517547607,2.0
287,1.0,2.0,0.4604,28.5,0.5004642605781555,3.3483331203460693,3.0
288,1.0,2.0,0.45745,28.5,0.5004417896270752,3.176603078842163,4.0
289,1.0,2.0,0.4655125,28.5,0.538916826248169,3.0347211360931396,5.0
290,1.0,2.0,0.4663625,29.0,0.6145997643470764,3.123065948486328,1.0
291,1.0,2.0,0.4684875,29.0,0.5655614137649536,3.064127206802368,2.0
292,1.0,2.0,0.46705,29.0,0.5634713172912598,3.193537712097168,3.0
293,1.0,2.0,0.4674625,29.0,0.6486322283744812,2.9141769409179688,4.0
294,1.0,2.0,0.4781125,29.0,0.701358437538147,2.7375893592834473,5.0
295,1.0,2.0,0.4699875,29.5,0.5000724196434021,3.2296626567840576,1.0
296,1.0,2.0,0.4562625,29.5,0.5000600218772888,3.334557056427002,2.0
297,1.0,2.0,0.46485,29.5,0.500007688999176,3.21988582611084,3.0
298,1.0,2.0,0.4614875,29.5,0.49966490268707275,3.5000123977661133,4.0
299,1.0,2.0,0.46325,29.5,0.4999479055404663,3.4998581409454346,5.0
300,1.0,2.0,0.4494125,30.0,0.5000321865081787,3.420311450958252,1.0
301,1.0,2.0,0.450775,30.0,0.50038081407547,3.5001277923583984,2.0
302,1.0,2.0,0.4563125,30.0,0.5000624060630798,3.500032901763916,3.0
303,1.0,2.0,0.448525,30.0,0.5000056624412537,3.499319314956665,4.0
304,1.0,2.0,0.4551375,30.0,0.5011806488037109,3.3011467456817627,5.0
305,1.0,2.0,0.4531,30.5,0.5525965690612793,3.4998831748962402,1.0
306,1.0,2.0,0.456775,30.5,0.5003091096878052,3.4999496936798096,2.0
307,1.0,2.0,0.446725,30.5,0.567735493183136,3.330548048019409,3.0
308,1.0,2.0,0.446925,30.5,0.596317708492279,3.328098773956299,4.0
309,1.0,2.0,0.4495875,30.5,0.5000307559967041,3.499884605407715,5.0
310,1.0,2.0,0.4841625,31.0,0.5005099177360535,2.7550666332244873,1.0
311,1.0,2.0,0.485475,31.0,0.5000344514846802,2.7409751415252686,2.0
312,1.0,2.0,0.486875,31.0,0.5001123547554016,3.0075089931488037,3.0
313,1.0,2.0,0.4822625,31.0,0.5007538199424744,2.800593852996826,4.0
314,1.0,2.0,0.491475,31.0,0.4999368190765381,2.884286880493164,5.0
315,1.0,2.0,0.4784875,31.5,0.5000680088996887,2.862044095993042,1.0
316,1.0,2.0,0.4797875,31.5,0.5001631379127502,2.9557487964630127,2.0
317,1.0,2.0,0.4799,31.5,0.5000753402709961,2.8091044425964355,3.0
318,1.0,2.0,0.4776375,31.5,0.5001025199890137,3.0029473304748535,4.0
319,1.0,2.0,0.48065,31.5,0.5000088810920715,2.859203338623047,5.0
320,1.0,2.0,0.4745875,32.0,0.5004256367683411,3.1689140796661377,1.0
321,1.0,2.0,0.4680375,32.0,0.5006789565086365,3.255722999572754,2.0
322,1.0,2.0,0.4774375,32.0,0.49993303418159485,3.211423397064209,3.0
323,1.0,2.0,0.4650625,32.0,0.5005083680152893,3.2101731300354004,4.0
324,1.0,2.0,0.4673875,32.0,0.5001795887947083,3.15730619430542,5.0
325,1.0,2.0,0.4964875,32.5,0.8240504860877991,2.5045347213745117,1.0
326,1.0,2.0,0.48485,32.5,0.6885198950767517,3.154350996017456,2.0
327,1.0,2.0,0.4875375,32.5,0.799098014831543,2.823101043701172,3.0
328,1.0,2.0,0.49155,32.5,0.8211652040481567,2.987684726715088,4.0
